+--------+-------------------+-------------------------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-----------------------+-------+-------+
| commit |        user       |        changed_objects        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         pred                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |         score         | top 3 | top 5 |
|  882   |      wlangfor     |         [102, 31, 32]         |                          [(10, 0.6850340136054421), (34, 0.665079365079365), (9, 0.6438233014724877), (118, 0.6422519352568613), (121, 0.6374149659863945), (12, 0.633107090736408), (119, 0.6315192743764172), (101, 0.594875283446712), (62, 0.5791383219954648), (15, 0.5724489795918367), (18, 0.5285714285714286), (28, 0.4882183974611411), (74, 0.4768449151812623), (22, 0.4759219578864463), (120, 0.4712018140589569), (100, 0.4147397437976325), (23, 0.41247165532879815), (108, 0.4099793833537955), (11, 0.4058956916099773), (102, 0.36099979151706085), (25, 0.34059857768305957), (95, 0.31882137645069375), (20, 0.2767370103546526), (32, 0.2721096156964488), (141, 0.269660888811205), (13, 0.25419861474669325), (26, 0.25306354096689754), (24, 0.23461466778492215), (33, 0.23016053186314253), (6, 0.2128135930876323), (31, 0.19876401264731244), (142, 0.19694109198730572), (104, 0.1917243855544488), (7, 0.1875196389566042), (5, 0.1828231292517007), (8, 0.168501257134304), (78, 0.16059162825175471), (140, 0.15365531177108932), (79, 0.14421923139289766), (30, 0.1340151497602446), (75, 0.1340151497602446), (35, 0.13106627440987745), (103, 0.12739280502212236), (139, 0.11950242071857119), (16, 0.1080532326437953), (17, 0.10491815886399962), (69, 0.05496160439204058), (70, 0.05496160439204058), (67, 0.05298273679505855), (68, 0.05298273679505855), (27, 0.01700757488012231), (66, 0.010658111144571335), (144, 0.0022678310824897495)]                          |  0.05172749997520223  |   0   |   0   |
|  883   |       attila      |              [5]              |  [(5, 0.17392290249433107), (15, 0.12335600907029479), (23, 0.11859410430839001), (11, 0.1165532879818594), (9, 0.10294784580498867), (22, 0.10090702947845805), (10, 0.0891156462585034), (28, 0.08820861678004535), (24, 0.08684807256235827), (25, 0.08344671201814059), (7, 0.08163265306122448), (74, 0.07891156462585033), (8, 0.07619047619047618), (102, 0.06734693877551019), (18, 0.06689342403628118), (120, 0.06621315192743764), (34, 0.06530612244897958), (6, 0.06281179138321995), (62, 0.06235827664399093), (79, 0.058503401360544216), (16, 0.05804988662131519), (17, 0.05691609977324263), (101, 0.054648526077097505), (13, 0.054195011337868484), (26, 0.053061224489795916), (141, 0.051473922902494335), (30, 0.04829931972789116), (75, 0.04829931972789116), (103, 0.04739229024943311), (142, 0.046938775510204075), (35, 0.045351473922902494), (104, 0.04172335600907029), (78, 0.040589569160997735), (118, 0.03968253968253968), (20, 0.03673469387755102), (121, 0.03605442176870748), (12, 0.03310657596371882), (119, 0.031065759637188203), (31, 0.03015873015873016), (33, 0.03015873015873016), (139, 0.01950113378684807), (32, 0.01927437641723356), (95, 0.018820861678004532), (67, 0.01768707482993197), (68, 0.01768707482993197), (69, 0.017460317460317457), (70, 0.017460317460317457), (27, 0.017006802721088433), (140, 0.015192743764172335), (100, 0.01473922902494331), (66, 0.010657596371882086), (108, 0.009977324263038548), (144, 0.0022675736961451243)]   |  0.06098918575063612  |   1   |   1   |
|  884   |        nico       |              [9]              |               [(9, 0.6896103896103896), (10, 0.6813740856844305), (25, 0.6777325493743405), (8, 0.6739072137302226), (34, 0.6626262626262626), (141, 0.6591630591630591), (101, 0.6525252525252525), (142, 0.6497354497354497), (104, 0.6416943629846856), (78, 0.6399902640866496), (140, 0.6141414141414141), (18, 0.5728715728715729), (139, 0.5602982202982203), (7, 0.5579511087203395), (62, 0.5392205238222938), (26, 0.5016371259767486), (22, 0.48686868686868684), (24, 0.48442168160478016), (120, 0.4034632034632034), (79, 0.3565656565656566), (33, 0.17986833224658821), (102, 0.16708548903670856), (31, 0.16320166557992155), (5, 0.1547619047619048), (32, 0.1524211537801572), (17, 0.13461832864068327), (16, 0.1120354164521775), (23, 0.10957539192833311), (11, 0.09911616161616163), (30, 0.09782364986215497), (75, 0.09782364986215497), (35, 0.09489744557694728), (103, 0.09307149375099547), (15, 0.09292929292929294), (28, 0.08748353096179184), (74, 0.07809640024405126), (6, 0.062191564569820515), (13, 0.05367605843257033), (20, 0.03638193943969709), (118, 0.03636363636363637), (121, 0.03434343434343435), (12, 0.03277623345573516), (119, 0.030303030303030304), (95, 0.018634819314321014), (67, 0.017520619559124657), (68, 0.017520619559124657), (69, 0.017294118992873243), (70, 0.017294118992873243), (27, 0.016841117860370413), (100, 0.014594415273916975), (108, 0.0111264933599959), (66, 0.010554011233512935), (144, 0.0027664706769184384)]                |  0.04907983003482812  |   1   |   1   |
|  891   |        nico       |              [5]              |                  [(9, 0.6848484848484848), (10, 0.6812983390389248), (25, 0.6776320901320901), (8, 0.6738833420914346), (34, 0.6626262626262626), (141, 0.6587095444238301), (101, 0.6525252525252525), (142, 0.6495464852607709), (104, 0.6416752268447183), (78, 0.6399463383838384), (140, 0.6141414141414141), (18, 0.5728715728715729), (139, 0.5602226345083489), (7, 0.5579270970575319), (62, 0.5391407638617939), (26, 0.5016223689408047), (22, 0.48686868686868684), (24, 0.4842424242424242), (120, 0.4034632034632034), (79, 0.3565656565656566), (33, 0.17985586199069345), (102, 0.16701800614844092), (31, 0.1631891953240268), (32, 0.1524140279196459), (5, 0.1504761904761905), (17, 0.1346040769196607), (16, 0.11201225740551585), (23, 0.10943646996278576), (11, 0.09901729155966446), (30, 0.09781296107138805), (75, 0.09781296107138805), (35, 0.09489388264669163), (103, 0.09306793082073982), (15, 0.09292929292929294), (28, 0.08633504859919955), (74, 0.07785547785547786), (6, 0.06217909431392578), (13, 0.053651117920780846), (20, 0.03636590625354671), (118, 0.03636363636363637), (121, 0.03434343434343435), (12, 0.03277267052547952), (119, 0.030303030303030304), (95, 0.018631256384065376), (67, 0.01750993076835774), (68, 0.01750993076835774), (69, 0.01728521166723414), (70, 0.01728521166723414), (27, 0.01683577346498695), (100, 0.014590852343661335), (108, 0.011021984551396318), (66, 0.010550448303257295), (144, 0.002747474747474748)]                   |  0.010718872121673634 |   0   |   0   |
|  892   |        nico       |            [5, 108]           |                             [(9, 0.6848484848484848), (10, 0.6812878787878787), (25, 0.6776182881446039), (8, 0.6738800104794341), (34, 0.6626262626262626), (141, 0.6586473875813976), (101, 0.6525252525252525), (142, 0.6495205865764241), (104, 0.641672539346958), (78, 0.6399402586173014), (118, 0.6363636363636364), (121, 0.6343434343434343), (12, 0.6327721661054994), (119, 0.6303030303030303), (140, 0.6141414141414141), (18, 0.5835858585858587), (139, 0.5656668204891555), (7, 0.5654237461318387), (62, 0.5591297591297592), (26, 0.5316202921407382), (22, 0.5154401154401154), (24, 0.512789171612701), (120, 0.4356060606060606), (15, 0.3929292929292929), (28, 0.3861952861952862), (79, 0.37964257964257964), (74, 0.3778228141285466), (100, 0.31459034792368124), (108, 0.31100763734910075), (23, 0.30941731727757926), (11, 0.29900354900354903), (33, 0.2698540965207632), (102, 0.2384372407994455), (31, 0.2098540965207632), (20, 0.18636363636363637), (13, 0.1736475869809203), (17, 0.156341189674523), (6, 0.1478916145582812), (30, 0.14011914011914015), (75, 0.14011914011914015), (32, 0.1390796857463524), (95, 0.1386307519640853), (35, 0.1372010705344039), (16, 0.1357243936954082), (5, 0.13333333333333336), (103, 0.1326278659611993), (69, 0.03663878932696137), (70, 0.03663878932696137), (67, 0.03569023569023569), (68, 0.03569023569023569), (27, 0.016835016835016838), (66, 0.01054994388327722), (144, 0.002744839701361441)]                              |  0.02282842342143348  |   0   |   0   |
|  894   |      wlangfor     |              [5]              |                      [(10, 0.6597686014803272), (9, 0.6413710073710073), (28, 0.5665106382978724), (34, 0.554675095324102), (23, 0.5101810154525387), (101, 0.5037660044150111), (31, 0.4895384615384616), (102, 0.484), (15, 0.47973722627737225), (62, 0.46350551876379686), (32, 0.43338461538461537), (11, 0.40371302428256073), (22, 0.398989921612542), (95, 0.39344792833146697), (18, 0.38792173389524376), (25, 0.34850541246733857), (120, 0.3424402970098334), (24, 0.3228888888888889), (74, 0.3152921810699588), (33, 0.25456774916013436), (100, 0.25444792833146695), (108, 0.23501567749160132), (78, 0.20342807696223147), (5, 0.19952310119450078), (118, 0.19136912751677854), (121, 0.18664900662251654), (12, 0.18244792833146697), (6, 0.18156774916013438), (119, 0.1808830022075055), (7, 0.17476819708846586), (8, 0.1546875699888018), (141, 0.15047928331466964), (79, 0.13234378499440091), (13, 0.12813549832026877), (26, 0.12701567749160134), (30, 0.12234378499440089), (75, 0.12234378499440089), (20, 0.12172996320588705), (35, 0.11944792833146696), (103, 0.11703616362558462), (142, 0.11660391278571901), (16, 0.10306538030838144), (104, 0.10089585666293394), (17, 0.1002361577703123), (140, 0.09489585666293393), (139, 0.06197696368581026), (69, 0.034766879652196825), (70, 0.034766879652196825), (67, 0.03401045166106756), (68, 0.03401045166106756), (27, 0.016671892497200448), (66, 0.010447928331466967), (144, 0.0022239641657334826)]                       |  0.015366321829819484 |   0   |   0   |
|  895   |      wlangfor     |              [5]              |                                   [(10, 0.6832863436123348), (9, 0.6652659846547314), (34, 0.6637621145374448), (118, 0.6413571428571428), (121, 0.6366431718061674), (12, 0.6324474272930649), (119, 0.6308810572687225), (101, 0.593762114537445), (102, 0.5782857142857143), (62, 0.5777747010698553), (31, 0.5680000000000001), (18, 0.527309838472834), (15, 0.5196699029126214), (28, 0.48650111856823264), (74, 0.4752854209445585), (22, 0.47397539149888146), (120, 0.4696916299559471), (32, 0.438), (95, 0.41844742729306483), (100, 0.41444742729306483), (23, 0.4101674008810573), (11, 0.40369162995594715), (108, 0.37001342281879196), (25, 0.3389728347714925), (20, 0.276013422818792), (13, 0.2531319910514541), (26, 0.25201342281879197), (78, 0.2397897091722595), (24, 0.23287804878048782), (141, 0.2304742729306488), (33, 0.22956599552572704), (6, 0.21156599552572705), (104, 0.19089485458612976), (7, 0.1859091985787604), (8, 0.1669922560660816), (142, 0.16601342281879194), (140, 0.15335639304766824), (79, 0.14305656759348034), (30, 0.13305656759348033), (75, 0.13305656759348033), (5, 0.132), (35, 0.13016171300735058), (103, 0.12644742729306488), (139, 0.11911856823266219), (16, 0.1069082774049217), (17, 0.10378970917225952), (69, 0.054618568232662194), (70, 0.054618568232662194), (67, 0.05263639952625346), (68, 0.05263639952625346), (27, 0.016671140939597318), (66, 0.010447427293064878), (144, 0.0022237136465324387)]                                   |  0.007867592792313029 |   0   |   0   |
|  896   |      wlangfor     |           [5, 9, 10]          |                                    [(10, 0.6832747252747252), (9, 0.6658030484315663), (34, 0.6637582417582417), (118, 0.6413452115812918), (121, 0.6366373626373626), (12, 0.6324469273743016), (119, 0.6308791208791209), (101, 0.5992127872127873), (102, 0.589), (62, 0.5884725274725275), (31, 0.5734545454545454), (15, 0.5696029055690072), (18, 0.5406373626373626), (28, 0.5364916201117319), (74, 0.52527868852459), (22, 0.49896089385474857), (120, 0.48967032967032964), (23, 0.47015384615384614), (100, 0.46444692737430165), (11, 0.4636703296703297), (95, 0.44701835594573025), (32, 0.3998181818181818), (25, 0.3818212290502793), (108, 0.37001117318435756), (20, 0.3360111731843575), (13, 0.31027134876296886), (26, 0.30915403032721467), (33, 0.286707102952913), (24, 0.28286725663716816), (78, 0.2797877094972067), (141, 0.26865109192483494), (6, 0.2615642458100559), (104, 0.24089385474860334), (7, 0.21335567970204844), (8, 0.20325299281723863), (142, 0.19601117318435754), (140, 0.18632242617717476), (79, 0.17734078212290502), (30, 0.16734078212290504), (75, 0.16734078212290504), (35, 0.1644469273743017), (103, 0.1589469273743017), (139, 0.15757885689729265), (5, 0.132), (16, 0.1289050279329609), (17, 0.12501847872797595), (69, 0.07166277298120874), (70, 0.07166277298120874), (67, 0.06876935355147645), (68, 0.06876935355147645), (27, 0.016670391061452513), (66, 0.010446927374301678), (144, 0.002223463687150838)]                                     |  0.08171084879272926  |   2   |   2   |
|  898   |   erik.brinkman   |              [5]              |     [(5, 0.17391750278706802), (15, 0.12098550724637683), (23, 0.11626309921962097), (11, 0.11428985507246378), (9, 0.10139130434782609), (22, 0.09893199554069121), (10, 0.08758751393534003), (28, 0.08647268673355632), (24, 0.08513489409141585), (25, 0.08180379041248606), (7, 0.08001337792642142), (74, 0.07735117056856186), (8, 0.07467558528428093), (102, 0.0660066889632107), (18, 0.06558082497212932), (120, 0.06490523968784838), (34, 0.0640066889632107), (6, 0.06156075808249721), (62, 0.06112820512820514), (79, 0.05733779264214048), (16, 0.05689855072463769), (17, 0.05578372352285396), (101, 0.05356075808249722), (13, 0.05312151616499443), (26, 0.05200668896321071), (141, 0.0504593088071349), (30, 0.047337792642140476), (75, 0.047337792642140476), (103, 0.0464459308807135), (142, 0.04600668896321071), (35, 0.0444459308807135), (104, 0.040891861761426986), (78, 0.03978372352285396), (118, 0.03889855072463768), (20, 0.03600668896321071), (121, 0.03533779264214047), (12, 0.03244593088071349), (119, 0.030445930880713488), (31, 0.029560758082497217), (33, 0.029560758082497217), (139, 0.019114827201783723), (32, 0.018891861761426976), (95, 0.018445930880713488), (67, 0.01733779264214047), (68, 0.01733779264214047), (69, 0.017114827201783724), (70, 0.017114827201783724), (27, 0.016668896321070235), (140, 0.014891861761426982), (100, 0.014445930880713491), (66, 0.01044593088071349), (108, 0.010006688963210702), (144, 0.002222965440356745)]     |  0.06211957711987572  |   1   |   1   |
|  899   |        nico       |              [9]              |                               [(9, 0.6989737879563032), (25, 0.676045104510451), (8, 0.672417072215696), (10, 0.6687018832866855), (34, 0.6613861386138613), (141, 0.6573092603377985), (101, 0.6514851485148515), (142, 0.6484663172199573), (104, 0.6408539603960396), (78, 0.6391389138913891), (118, 0.6356435643564357), (121, 0.6336633663366337), (12, 0.6321286026152727), (119, 0.6297029702970297), (140, 0.6138613861386139), (18, 0.5717114568599717), (139, 0.5652371119464887), (7, 0.563880669228396), (62, 0.5579351711104721), (26, 0.5306058679262422), (22, 0.5137199434229137), (24, 0.5110623092384426), (120, 0.4344059405940594), (15, 0.3910891089108911), (28, 0.38378509982145753), (79, 0.3785224676313785), (74, 0.3761651774933591), (5, 0.340719244338227), (100, 0.3143068204370548), (108, 0.3079207920792079), (23, 0.30720758516529617), (11, 0.297029702970297), (33, 0.2692817923217712), (102, 0.265665187208376), (31, 0.22928179232177112), (20, 0.18566782067961807), (13, 0.17262299058413635), (17, 0.1552470837284174), (32, 0.1520459841084331), (6, 0.1466792463528885), (30, 0.1391885496584608), (75, 0.1391885496584608), (95, 0.1382672164766588), (35, 0.13631748304177688), (16, 0.1346215390397372), (103, 0.13170427446817223), (69, 0.036310008614195706), (70, 0.036310008614195706), (67, 0.03535970523555696), (68, 0.03535970523555696), (27, 0.01650973560607731), (66, 0.010346424397450883), (144, 0.002686911800720708)]                               |   0.0355282547925088  |   1   |   1   |
|  904   |        nico       |              [5]              |                    [(25, 0.67598225885937), (8, 0.672401334841005), (9, 0.6695319531953194), (10, 0.6681574279876967), (34, 0.6613861386138613), (141, 0.6570278080439623), (101, 0.6514851485148515), (142, 0.6483490454308589), (104, 0.6408410737981015), (78, 0.6391107512238213), (140, 0.6138613861386139), (139, 0.559735657776304), (18, 0.5574257425742575), (7, 0.5563648431882295), (62, 0.5378845689446994), (26, 0.5005958595859585), (22, 0.48514851485148514), (24, 0.48237793736455187), (120, 0.4022630834512022), (79, 0.35544554455445543), (5, 0.24665928131274667), (102, 0.18562197573140773), (31, 0.17927315987412695), (33, 0.17927315987412695), (32, 0.1687077179478745), (17, 0.13349808763918425), (16, 0.1108900923314923), (23, 0.10711967462306397), (11, 0.09696541082679698), (30, 0.0968734581099306), (75, 0.0968734581099306), (35, 0.09400732432047192), (103, 0.09214136849412007), (15, 0.0910891089108911), (28, 0.0832883288328833), (74, 0.07602085652352217), (6, 0.06095632819095863), (13, 0.05260572568884796), (20, 0.03565672181836124), (118, 0.03564356435643564), (121, 0.033663366336633666), (12, 0.032126136201660035), (119, 0.0297029702970297), (95, 0.01826475006304617), (67, 0.01717048781290089), (68, 0.01717048781290089), (69, 0.016949003870486718), (70, 0.016949003870486718), (27, 0.016506035985658366), (100, 0.014304354023442213), (66, 0.010343957983838253), (108, 0.007920792079207921), (144, 0.002674642464246425)]                    |  0.017503140800790386 |   0   |   0   |
|  908   |      mattn.jp     |             [102]             |   [(5, 0.1745696289584857), (15, 0.11975504055366949), (23, 0.11509819118626306), (11, 0.11313545908063796), (9, 0.10058838298383312), (22, 0.09793793050749397), (10, 0.0867095309310424), (28, 0.08560699509862785), (24, 0.08428395209973039), (25, 0.08098507755957514), (7, 0.07921665374916766), (74, 0.07657930070846114), (8, 0.0739332147106662), (102, 0.06535090113200956), (18, 0.06492298623467638), (120, 0.06425709825668344), (34, 0.06337070311220758), (6, 0.06094949075943978), (62, 0.0605172093835624), (79, 0.056768587553352914), (16, 0.05633193969893131), (17, 0.05522940386651676), (101, 0.05302869868023186), (13, 0.052592050825810255), (26, 0.051489514993395706), (141, 0.049954697785103766), (30, 0.04686759745434301), (75, 0.04686759745434301), (103, 0.04598556878841137), (142, 0.04554892093398977), (35, 0.044005370768609386), (104, 0.040485989061971255), (78, 0.039387819708100916), (118, 0.03851015752071348), (20, 0.035647930834979864), (121, 0.03498640933553113), (12, 0.0321241826497975), (119, 0.030143984629995523), (31, 0.0292663224426081), (33, 0.0292663224426081), (139, 0.018924318010632372), (32, 0.018703810844149463), (95, 0.018262796511183642), (67, 0.017164627157313306), (68, 0.017164627157313306), (69, 0.016944119990830394), (70, 0.016944119990830394), (27, 0.016503105657864572), (140, 0.014743414804545506), (100, 0.014302400471579685), (66, 0.010342004431975724), (108, 0.009905356577554118), (144, 0.002200705186284891)]   |  0.023555287998079884 |   0   |   0   |
|  909   |      mattn.jp     |            [24, 15]           |        [(15, 0.4188304396648527), (28, 0.38484063228815757), (74, 0.3758745789064525), (100, 0.31416601883043965), (23, 0.3140753217586594), (11, 0.31220091560853414), (5, 0.1962996923608481), (22, 0.18280334160095757), (25, 0.18025827070916473), (31, 0.1789928306124212), (24, 0.16923333209935953), (32, 0.16852811609225188), (62, 0.1599680400794679), (6, 0.14607966534631472), (34, 0.13776669258011573), (78, 0.12473130221251494), (8, 0.12323140710028503), (101, 0.11918890904379373), (7, 0.11597456163081972), (9, 0.11308715556707265), (79, 0.10237739284124359), (10, 0.09818685183324431), (30, 0.09257347127261614), (75, 0.09257347127261614), (35, 0.0897316296901682), (103, 0.08839571070719036), (16, 0.0818915691156754), (17, 0.07970329100803317), (102, 0.06470588235294118), (18, 0.06435173188218019), (120, 0.06366934438973829), (13, 0.05210330828366589), (26, 0.051001986697762805), (141, 0.049503325559298615), (142, 0.04511963375658634), (104, 0.04009674354323227), (118, 0.03815755377040684), (20, 0.035315712187958884), (121, 0.03465491923641703), (12, 0.031813077653969075), (119, 0.02985229334024359), (33, 0.028992830612421184), (139, 0.018748380409432497), (95, 0.018087587457890644), (67, 0.017007860412887623), (68, 0.017007860412887623), (69, 0.016787596095707007), (70, 0.016787596095707007), (27, 0.01634706746134577), (140, 0.0146065474648009), (66, 0.010244450202988684), (108, 0.009825516109527511), (144, 0.002181048630906107)]        |  0.10229803356964515  |   1   |   1   |
|  910   |        nico       |             [120]             |                  [(25, 0.6751921914140104), (8, 0.6716841257050765), (9, 0.6687165775401069), (10, 0.6670713634290925), (34, 0.6607843137254902), (141, 0.6562608299133607), (101, 0.6509803921568628), (142, 0.6477884176926584), (104, 0.64043768220119), (78, 0.6387094474153298), (140, 0.6137254901960784), (139, 0.5595075239398085), (18, 0.5568627450980392), (7, 0.5556087050204697), (62, 0.5372829131652661), (26, 0.5000987445337847), (22, 0.4443137254901961), (24, 0.42714625599193645), (120, 0.4016806722689075), (15, 0.39956427015250545), (79, 0.35490196078431374), (33, 0.1789911344075584), (17, 0.13296222205340738), (5, 0.13137254901960785), (31, 0.1147054201218441), (16, 0.11034691704464564), (23, 0.1060093673096769), (32, 0.104241432546616), (30, 0.09641817122888759), (75, 0.09641817122888759), (11, 0.09597851879605346), (35, 0.09357729890636123), (103, 0.09169192937393288), (28, 0.08202614379084967), (74, 0.07515966386554622), (102, 0.06764705882352942), (6, 0.060363683427166255), (13, 0.05209991587394033), (20, 0.035313531353135315), (118, 0.03529411764705882), (121, 0.03333333333333333), (12, 0.03181259302400828), (119, 0.029411764705882356), (95, 0.01808710282792985), (67, 0.01700640652300524), (68, 0.01700640652300524), (69, 0.016786384520805022), (70, 0.016786384520805022), (27, 0.01634634051640458), (100, 0.014165534200478874), (66, 0.010243965573027891), (108, 0.00784313725490196), (144, 0.0026410564225690276)]                   |  0.02885552850514496  |   0   |   0   |
|  911   |        nico       |             [108]             |                          [(25, 0.6751805985552115), (8, 0.671681131468981), (9, 0.6690196078431373), (10, 0.6673144933649134), (34, 0.6607843137254902), (141, 0.6562091503267973), (101, 0.6509803921568628), (142, 0.6477668845315904), (104, 0.6404351984696317), (118, 0.6352941176470588), (121, 0.6333333333333333), (119, 0.6294117647058823), (18, 0.5711484593837535), (140, 0.5637254901960783), (7, 0.5631056943325276), (78, 0.5529898916088174), (62, 0.53727350228629), (26, 0.5300968071250044), (139, 0.5104080015844722), (22, 0.484313725490196), (15, 0.4594295900178253), (24, 0.45926470588235296), (28, 0.3819500402900886), (74, 0.3751336898395722), (79, 0.3318250377073907), (23, 0.3059930423782416), (11, 0.2959663865546218), (120, 0.2838235294117647), (5, 0.15444947209653093), (33, 0.14898944193061842), (17, 0.12969941822883), (16, 0.10797223237120937), (31, 0.1039894419306184), (32, 0.0935261797026503), (30, 0.09257056668821376), (75, 0.09257056668821376), (35, 0.08973066149536739), (103, 0.08839474251238956), (102, 0.06763628528334412), (6, 0.06036199095022625), (13, 0.05209653092006033), (20, 0.03531135531135531), (12, 0.031812109459168285), (95, 0.01808661926308985), (67, 0.01700495582848524), (68, 0.01700495582848524), (69, 0.01678517560870502), (70, 0.01678517560870502), (27, 0.01634561516914458), (100, 0.014165050635638873), (66, 0.01024348200818789), (108, 0.00784313725490196), (144, 0.0026387504154204056)]                           | 0.0004744826227806663 |   0   |   0   |
|  914   |        nico       |            [23, 22]           |                  [(25, 0.6751464222052457), (8, 0.671672246134226), (9, 0.6687165775401069), (10, 0.6670240233497978), (34, 0.6607843137254902), (141, 0.6560569433252752), (101, 0.6509803921568628), (142, 0.6477034649476228), (104, 0.640427807486631), (78, 0.6386885937170567), (140, 0.6137254901960784), (139, 0.5594735428417943), (18, 0.5568627450980392), (7, 0.5555967604433077), (62, 0.5072457107843137), (26, 0.5000910364145658), (22, 0.4443137254901961), (24, 0.4270498322785904), (15, 0.399053414469236), (120, 0.3588235294117647), (79, 0.35490196078431374), (33, 0.17898438674484032), (17, 0.13295451043887244), (5, 0.13137254901960785), (31, 0.11469867245912603), (16, 0.11033438567102635), (23, 0.1059448480587454), (32, 0.10423757673934853), (30, 0.09641238751798638), (75, 0.09641238751798638), (11, 0.09593044765075842), (35, 0.09357537100272749), (103, 0.09169000147029914), (28, 0.08173374613003097), (74, 0.0750575090371344), (102, 0.06760443307757887), (6, 0.06035693576444817), (13, 0.052086420548504174), (20, 0.035304855786783496), (118, 0.03529411764705882), (121, 0.03333333333333333), (12, 0.031810665120374546), (119, 0.029411764705882356), (95, 0.018085174924296114), (67, 0.01700062281210403), (68, 0.01700062281210403), (69, 0.01678156476172068), (70, 0.01678156476172068), (27, 0.016343448660953976), (100, 0.014163606296845136), (66, 0.010242037669394154), (108, 0.00784313725490196), (144, 0.0026319252533228057)]                  |  0.039742045950921796 |   0   |   0   |
|  915   |        nico       |              [11]             |                       [(25, 0.6751352265043948), (8, 0.6716693163751987), (9, 0.669309462915601), (10, 0.6675124133303512), (34, 0.6607843137254902), (141, 0.6560071301247771), (101, 0.6509803921568628), (142, 0.6476827094474152), (104, 0.6404253636938646), (121, 0.6333333333333333), (27, 0.6163427296520358), (18, 0.5818627450980393), (7, 0.5697114618205006), (78, 0.5636834733893558), (62, 0.5572365911345083), (26, 0.5500891265597149), (140, 0.521417797888386), (15, 0.49893652376204717), (28, 0.4816653934300993), (74, 0.47503267973856206), (139, 0.4694652406417112), (24, 0.4591690774670524), (120, 0.4338235294117647), (79, 0.39775910364145656), (11, 0.39591861823099145), (22, 0.38431372549019605), (102, 0.3675939689955404), (23, 0.3591036414565826), (118, 0.3352941176470588), (12, 0.3318101857810958), (119, 0.32941176470588235), (20, 0.27530269876002916), (13, 0.252083065173553), (33, 0.22898270905736473), (6, 0.21035525807697258), (5, 0.17581699346405227), (30, 0.17498237807157874), (75, 0.17498237807157874), (17, 0.1746917235165401), (35, 0.17214632023487733), (103, 0.16553567597717425), (31, 0.16231604239069808), (16, 0.15578581542026002), (32, 0.15185566567983866), (95, 0.11808469558501737), (69, 0.05428036641352383), (70, 0.05428036641352383), (67, 0.05229330244132664), (68, 0.05229330244132664), (100, 0.014163126957566398), (66, 0.010241558330115415), (108, 0.00784313725490196), (144, 0.0026296806347957244)]                        |  0.020735858972050117 |   0   |   0   |
|  916   |        nico       |              [15]             |                        [(25, 0.6751241269039804), (8, 0.6716664024100205), (9, 0.6690196078431373), (10, 0.6672559933064134), (34, 0.6607843137254902), (141, 0.6559577677224735), (101, 0.6509803921568628), (142, 0.6476621417797888), (104, 0.6404229297352744), (78, 0.6386783895052682), (118, 0.6352941176470588), (121, 0.6333333333333333), (12, 0.6318097074895532), (119, 0.6294117647058823), (18, 0.5711484593837535), (140, 0.5637254901960783), (7, 0.5630908850026497), (62, 0.5372275421796626), (26, 0.5300872235015003), (139, 0.5103661044837515), (22, 0.484313725490196), (23, 0.46196078431372545), (15, 0.4588235294117647), (24, 0.42700280112044814), (120, 0.4016806722689075), (28, 0.3815987933634992), (79, 0.3779788838612368), (74, 0.3750081247968801), (100, 0.3141626486660238), (33, 0.26898103503696563), (102, 0.2675835801946678), (20, 0.1853005464480874), (31, 0.1789810350369656), (13, 0.17207971713275472), (17, 0.15468981035036966), (5, 0.15444947209653093), (6, 0.14606786977085914), (30, 0.13871720693321465), (75, 0.13871720693321465), (95, 0.13808421729347475), (35, 0.13588210567959846), (16, 0.13404357609045042), (103, 0.13124948339991732), (32, 0.09352137576342012), (11, 0.09215686274509804), (67, 0.01699774991963999), (68, 0.01699774991963999), (69, 0.01677917068466731), (70, 0.01677917068466731), (27, 0.016342012214721955), (66, 0.010241080038572806), (108, 0.00784313725490196), (144, 0.002627450980392157)]                         |  0.024535113255385394 |   0   |   0   |
